occurrence_no	record_type	reid_no	flags	collection_no	identified_name	identified_rank	identified_no	difference	accepted_name	accepted_rank	accepted_no	early_interval	late_interval	max_ma	min_ma	reference_no
1520162	occ			192091	Procyon cancrivorus	species	232926		Procyon cancrivorus	species	232925	Late Pleistocene	Holocene	0.126	0	73403
1520163	occ			145248	Agalmaceros wingei	species	247645	species not entered	Agalmaceros	genus	247645	Lujanian		0.781	0.012	73406
1520164	occ			145248	Lama guanicoe	species	83724		Lama guanicoe	species	83724	Lujanian		0.781	0.012	73406
1520165	occ			145248	Vicugna vicugna	species	145836		Vicugna vicugna	species	145835	Lujanian		0.781	0.012	73406
1520167	occ			145248	Hippidion cf. devillei	species	339138		Hippidion devillei	species	264342	Lujanian		0.781	0.012	73406
1520168	occ			145248	Lycalopex culpaeus	species	438261		Lycalopex culpaeus	species	438261	Lujanian		0.781	0.012	73406
1520169	occ			145248	Panthera sp.	genus	41066		Panthera	genus	41066	Lujanian		0.781	0.012	73406
1520171	occ			145248	Punomys lemminus	species	424457		Punomys lemminus	species	424457	Lujanian		0.781	0.012	73406
1520172	occ			145248	Chinchillula sahamae	species	424459		Chinchillula sahamae	species	424459	Lujanian		0.781	0.012	73406
1520173	occ			145248	Neotomys ebriosus	species	263362		Neotomys ebriosus	species	263362	Lujanian		0.781	0.012	73406
1520174	occ			145248	Akodon sp.	genus	41728		Akodon	genus	41728	Lujanian		0.781	0.012	73406
1520175	occ			145248	Phyllotis sp.	genus	83797		Phyllotis	genus	83797	Lujanian		0.781	0.012	73406
1520176	occ			145248	Galea musteloides	species	231490		Galea musteloides	species	231490	Lujanian		0.781	0.012	73406
1520177	occ			145248	Microcavia niata	species	42116	species not entered	Microcavia	genus	42116	Lujanian		0.781	0.012	73406
1520178	occ			145248	Lagidium sp. nov. informal	genus	231494		Lagidium	genus	231494	Lujanian		0.781	0.012	73406
1520183	occ			212472	Coendou sp.	genus	42136		Coendou	genus	42136	Late Pleistocene	Holocene	0.126	0	73408
1520184	occ			212472	Hippidion principale	species	83803		Hippidion principale	species	83803	Late Pleistocene	Holocene	0.126	0	73408
1520185	occ			212472	Palaeolama major	species	273839	recombined as	Palaeolama (Palaeolama) major	species	273839	Late Pleistocene	Holocene	0.126	0	73408
1520186	occ			212472	Mazama gouazoubira	species	149410	recombined as	Cervus gouazoubira	species	149409	Late Pleistocene	Holocene	0.126	0	73408
1520187	occ			212472	Toxodon platensis	species	117319		Toxodon platensis	species	117319	Late Pleistocene	Holocene	0.126	0	73408
1520188	occ			212472	Smilodon populator	species	51618		Smilodon populator	species	51618	Late Pleistocene	Holocene	0.126	0	73408
1520189	occ			212473	n. gen. Archaeomylodon n. sp. sampedrinensis	species	404410		Archaeomylodon sampedrinensis	species	404410	Ensenadan		1.2	0.781	73402
1520190	occ			212474	Puma cf. concolor	species	51265		Puma concolor	species	46513	Late Pleistocene		0.126	0.0117	73404
1520191	occ			212474	Smilodon populator	species	51618		Smilodon populator	species	51618	Late Pleistocene		0.126	0.0117	73404
1520192	occ			212474	Lycalopex sp.	genus	424454		Lycalopex	genus	424454	Late Pleistocene		0.126	0.0117	73404
1520193	occ			212474	Conepatus sp.	genus	41104		Conepatus	genus	41104	Late Pleistocene		0.126	0.0117	73404
1520194	occ			212474	Diabolotherium nordenskioldi	species	269475		Diabolotherium nordenskioldi	species	269475	Late Pleistocene		0.126	0.0117	73404
1520196	occ			212474	Anoura sp.	genus	159131		Anoura	genus	159131	Late Pleistocene		0.126	0.0117	73404
1520197	occ			212474	Desmodus sp.	genus	40655		Desmodus	genus	40655	Late Pleistocene		0.126	0.0117	73404
1520201	occ			212475	Vicugna sp.	genus	42556		Vicugna	genus	42556	Late Pleistocene		0.126	0.0117	73404
1520202	occ			212475	Onohippidium devillei	species	264342	recombined as	Hippidion devillei	species	264342	Late Pleistocene		0.126	0.0117	73404
1520203	occ			212475	cf. Pudu sp.	genus	149411		Pudu	genus	149411	Late Pleistocene		0.126	0.0117	73404
1520204	occ			212475	cf. Hippocamelus sp.	genus	42675		Hippocamelus	genus	42675	Late Pleistocene		0.126	0.0117	73404
1520205	occ			212475	Puma sp.	genus	41073		Puma	genus	41073	Late Pleistocene		0.126	0.0117	73404
1520206	occ			212475	Lycalopex sp.	genus	424454		Lycalopex	genus	424454	Late Pleistocene		0.126	0.0117	73404
1520207	occ			212475	Conepatus sp.	genus	41104		Conepatus	genus	41104	Late Pleistocene		0.126	0.0117	73404
1520208	occ			212475	Scelidodon sp.	genus	43645		Scelidodon	genus	43645	Late Pleistocene		0.126	0.0117	73404
1520209	occ			212475	cf. Scelidodon sp.	genus	43645		Scelidodon	genus	43645	Late Pleistocene		0.126	0.0117	73404
1520210	occ			212475	Diabolotherium sp.	genus	269473		Diabolotherium	genus	269473	Late Pleistocene		0.126	0.0117	73404
1520211	occ			212476	Diabolotherium nordenskioldi	species	269475		Diabolotherium nordenskioldi	species	269475	Late Pleistocene		0.126	0.0117	73404
1520212	occ			212476	Megatherium sp.	genus	43616		Megatherium	genus	43616	Late Pleistocene		0.126	0.0117	73404
1520676	occ			212567	Valgipes bucklandi	species	272936		Valgipes bucklandi	species	272938	Pleistocene		2.588	0.0117	73423
1521286	occ			212684	Smilodon populator	species	51618		Smilodon populator	species	51618	Lujanian		0.781	0.012	73453
1521287	occ			212684	Toxodon platensis	species	117319		Toxodon platensis	species	117319	Lujanian		0.781	0.012	73453
1521288	occ			212684	Glossotherium sp.	genus	43634		Glossotherium	genus	43634	Lujanian		0.781	0.012	73453
1521289	occ			212684	Hemiauchenia sp.	genus	42528		Hemiauchenia	genus	42528	Lujanian		0.781	0.012	73453
1521290	occ			212684	Lestodon armatus	species	83807		Lestodon armatus	species	83807	Lujanian		0.781	0.012	73453
1521291	occ			212684	Ctenomys praderii	species	259778		Ctenomys praderii	species	259778	Lujanian		0.781	0.012	73453
1521292	occ			212684	Catagonus sp.	genus	42423		Catagonus	genus	42423	Lujanian		0.781	0.012	73453
1521293	occ			212684	Glyptodon sp.	genus	43576		Glyptodon	genus	43576	Lujanian		0.781	0.012	73453
1521294	occ			212684	Hippidion sp.	genus	43001		Hippidion	genus	43001	Lujanian		0.781	0.012	73453
1521296	occ			212685	Dusicyon avus	species	260304		Dusicyon avus	species	260304	Lujanian		0.781	0.012	73454
1521297	occ			212685	Cerdocyon thous	species	232946		Cerdocyon thous	species	232945	Lujanian		0.781	0.012	73454
1521298	occ			93265	Dusicyon gymnocercus	species	404526		Dusicyon gymnocercus	species	404526	Late Pleistocene		0.126	0.0117	73455
1521566	occ			212719	Tapirus cf. terrestris	species	83610		Tapirus terrestris	species	83609	Late Pleistocene	Holocene	0.126	0	73469
1521787	occ			203949	Catonyx tarijensis	species	259794		Catonyx tarijensis	species	259794	Ensenadan	Lujanian	1.2	0.012	73481
1521788	occ			210228	Catonyx tarijensis	species	259794		Catonyx tarijensis	species	259794	Ensenadan		1.2	0.781	73481
1521789	occ			86306	Catonyx tarijensis	species	259794		Catonyx tarijensis	species	259794	Ensenadan		1.2	0.781	73481
1521790	occ			147999	Catonyx tarijensis	species	259794		Catonyx tarijensis	species	259794	Ensenadan		1.2	0.781	73481
1521791	occ			212772	Catonyx tarijensis	species	259794		Catonyx tarijensis	species	259794	Ensenadan		1.2	0.781	73481
1521792	occ			212462	Catonyx tarijensis	species	259794		Catonyx tarijensis	species	259794	Pleistocene		2.588	0.0117	73481
1521793	occ			140934	Catonyx tarijensis	species	259794		Catonyx tarijensis	species	259794	Lujanian		0.781	0.012	73481
1521794	occ			198875	Catonyx tarijensis	species	259794		Catonyx tarijensis	species	259794	Lujanian		0.781	0.012	73481
1521795	occ			212461	Catonyx tarijensis	species	259794		Catonyx tarijensis	species	259794	Ensenadan		1.2	0.781	73481
1521796	occ			212773	Catonyx tarijensis	species	259794		Catonyx tarijensis	species	259794	Lujanian		0.781	0.012	73481
1521797	occ			211638	Catonyx tarijensis	species	259794		Catonyx tarijensis	species	259794	Late Pleistocene		0.126	0.0117	73481
1521798	occ			204258	Catonyx tarijensis	species	259794		Catonyx tarijensis	species	259794	Pliocene	Pleistocene	5.333	0.0117	73481
1521799	occ			212774	Catonyx tarijensis	species	259794		Catonyx tarijensis	species	259794	Pleistocene		2.588	0.0117	73481
1521844	occ			212780	Puma concolor	species	51265		Puma concolor	species	46513	Ensenadan		1.2	0.781	73483
1521845	occ			212780	Protocyon scagliarum	species	433169		Protocyon scagliarum	species	433169	Ensenadan		1.2	0.781	73483
1521846	occ			212780	Theriodictis platensis	species	433162		Theriodictis platensis	species	433162	Ensenadan		1.2	0.781	73483
1521847	occ			212780	Mesotherium cristatum	species	240035		Mesotherium cristatum	species	240035	Ensenadan		1.2	0.781	73483
1521848	occ			212781	Dicolpomys fossor	species	273784		Dicolpomys fossor	species	273784	Holocene		0.0117	0	73484
1521849	occ			212781	Blastocerus dichotomus	species	388542		Blastocerus dichotomus	species	149407	Holocene		0.0117	0	73484
1521850	occ			212781	Ozotoceros bezoarticus	species	83727		Ozotoceros bezoarticus	species	83727	Holocene		0.0117	0	73484
1521851	occ			212781	Hydrochoerus hydrochaeris	species	128740		Hydrochoerus hydrochaeris	species	128739	Holocene		0.0117	0	73484
1521852	occ			212781	Cavia aperea	species	83725		Cavia aperea	species	83725	Holocene		0.0117	0	73484
1521853	occ			212781	Myocastor coypus	species	231489		Myocastor coypus	species	231488	Holocene		0.0117	0	73484
1521854	occ			212781	Euphractus sexcinctus	species	233574		Euphractus sexcinctus	species	104179	Holocene		0.0117	0	73484
1522144	occ			203949	Scelidodon sp.	genus	43645		Scelidodon	genus	43645	Ensenadan	Lujanian	1.2	0.012	73492
1522145	occ			203949	Scelidotherium sp.	genus	43646		Scelidotherium	genus	43646	Ensenadan	Lujanian	1.2	0.012	73492
1522146	occ			203949	Scelidotherium bravardi	species	264780		Scelidotherium bravardi	species	264780	Ensenadan	Lujanian	1.2	0.012	73492
1522147	occ			147999	Scelidotherium bravardi	species	264780		Scelidotherium bravardi	species	264780	Ensenadan		1.2	0.781	73492
1522148	occ			212834	Scelidotherium bravardi	species	264780		Scelidotherium bravardi	species	264780	Pleistocene		2.588	0.0117	73492
1522149	occ			86306	cf. Scelidotherium bravardi	species	264780		Scelidotherium bravardi	species	264780	Ensenadan		1.2	0.781	73492
1522150	occ			212462	Scelidotherium leptocephalum	species	83733		Scelidotherium leptocephalum	species	83733	Pleistocene		2.588	0.0117	73492
1522151	occ			212835	cf. Scelidotherium leptocephalum	species	83733		Scelidotherium leptocephalum	species	83733	Lujanian		0.781	0.012	73492
1522152	occ			212836	cf. Scelidotherium leptocephalum	species	83733		Scelidotherium leptocephalum	species	83733	Lujanian		0.781	0.012	73492
1522153	occ			88836	Scelidotherium sp.	genus	43646		Scelidotherium	genus	43646	Late Pleistocene		0.126	0.0117	73492
1522154	occ			86306	Scelidotherium sp.	genus	43646		Scelidotherium	genus	43646	Ensenadan		1.2	0.781	73492
1522155	occ			189518	Scelidotherium sp.	genus	43646		Scelidotherium	genus	43646	Ensenadan		1.2	0.781	73492
1522156	occ			212837	Scelidotherium sp.	genus	43646		Scelidotherium	genus	43646	Lujanian		0.781	0.012	73492
1522157	occ			78578	Scelidotherium sp.	genus	43646		Scelidotherium	genus	43646	Lujanian		0.781	0.012	73492
1522158	occ			86306	cf. Scelidotherium sp.	genus	43646		Scelidotherium	genus	43646	Ensenadan		1.2	0.781	73492
1522159	occ			147999	Scelidodon tarijensis	species	424817		Scelidodon tarijensis	species	424817	Ensenadan		1.2	0.781	73492
1522162	occ			212462	Scelidodon tarijensis	species	424817		Scelidodon tarijensis	species	424817	Pleistocene		2.588	0.0117	73492
1522164	occ			210228	cf. Scelidodon tarijensis	species	424817		Scelidodon tarijensis	species	424817	Ensenadan		1.2	0.781	73492
1522165	occ			204258	Scelidodon tarijensis	species	424817		Scelidodon tarijensis	species	424817	Pliocene	Pleistocene	5.333	0.0117	73492
1522166	occ			204208	cf. Scelidodon tarijensis	species	424817		Scelidodon tarijensis	species	424817	Lujanian		0.781	0.012	73492
1522167	occ			70673	cf. Scelidodon tarijensis	species	424817		Scelidodon tarijensis	species	424817	Early Pleistocene		2.588	0.781	73492
1522168	occ			212838	Scelidodon chiliense	species	84185		Scelidodon chiliense	species	84186	Late Pleistocene		0.126	0.0117	73492
1522169	occ			140934	Scelidodon sp.	genus	43645		Scelidodon	genus	43645	Lujanian		0.781	0.012	73492
1522170	occ			212772	Scelidodon sp.	genus	43645		Scelidodon	genus	43645	Ensenadan		1.2	0.781	73492
1522171	occ			212773	Scelidodon sp.	genus	43645		Scelidodon	genus	43645	Lujanian		0.781	0.012	73492
1522172	occ			212837	Scelidodon sp.	genus	43645		Scelidodon	genus	43645	Lujanian		0.781	0.012	73492
1522173	occ			170007	Scelidodon sp.	genus	43645		Scelidodon	genus	43645	Ensenadan		1.2	0.781	73492
1522174	occ			212839	cf. Scelidodon sp.	genus	43645		Scelidodon	genus	43645	Late Pleistocene		0.126	0.0117	73492
1522176	occ			212841	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Late Pleistocene		0.126	0.0117	73494
1522177	occ			212842	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Late Pleistocene		0.126	0.0117	73494
1522178	occ			212843	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Late Pleistocene		0.126	0.0117	73494
1522179	occ			71304	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Early Pleistocene		2.588	0.781	73494
1522180	occ			147999	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Ensenadan		1.2	0.781	73494
1522181	occ			212844	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Late Pleistocene		0.126	0.0117	73494
1522182	occ			140929	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Lujanian		0.781	0.012	73494
1522183	occ			212845	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Late Pleistocene		0.126	0.0117	73494
1522184	occ			212846	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Late Pleistocene		0.126	0.0117	73494
1522185	occ			212847	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Late Pleistocene		0.126	0.0117	73494
1522186	occ			212773	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Lujanian		0.781	0.012	73494
1522187	occ			212840	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Lujanian		0.781	0.012	73494
1522188	occ			212840	cf. Scelidodon sp.	genus	43645		Scelidodon	genus	43645	Lujanian		0.781	0.012	73492
1522189	occ			212848	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Late Pleistocene		0.126	0.0117	73494
1522190	occ			189512	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Lujanian		0.781	0.012	73494
1522191	occ			212849	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Late Pleistocene		0.126	0.0117	73494
1522192	occ			195917	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Late Pleistocene		0.126	0.0117	73494
1522193	occ			212850	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Late Pleistocene		0.126	0.0117	73494
1522194	occ			212851	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Late Pleistocene		0.126	0.0117	73494
1522195	occ			212852	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Late Pleistocene		0.126	0.0117	73494
1522196	occ			212853	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Late Pleistocene		0.126	0.0117	73494
1522197	occ			212854	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Late Pleistocene		0.126	0.0117	73494
1522198	occ			211855	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Late Pleistocene	Holocene	0.126	0	73494
1522199	occ			211644	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Lujanian		0.781	0.012	73494
1522200	occ			212855	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Late Pleistocene		0.126	0.0117	73494
1522201	occ			212856	Glyptodon reticulatus	species	161174		Glyptodon reticulatus	species	161174	Late Pleistocene		0.126	0.0117	73494
1522917	occ			213007	Panthera atrox	species	49733	recombined as	Uncia atrox	species	46509	Late Pleistocene		0.126	0.0117	73536
1522918	occ			213008	Panthera atrox	species	49733	recombined as	Uncia atrox	species	46509	Late Pleistocene		0.126	0.0117	73536
1522919	occ			213009	Panthera atrox	species	49733	recombined as	Uncia atrox	species	46509	Late Pleistocene		0.126	0.0117	73536
1522920	occ			213010	Panthera atrox	species	49733	recombined as	Uncia atrox	species	46509	Late Pleistocene		0.126	0.0117	73536
1522965	occ			140913	n. gen. Chasichimys n. sp. bonaerense	species	367244		Chasichimys bonaerense	species	367244	Chasicoan		10	9	73539
1522966	occ			140913	Cercomys n. sp. primitiva	species	387578		Cercomys primitiva	species	387578	Chasicoan		10	9	73539
1523156	occ			71325	Lycalopex gymnocercus	species	424455		Lycalopex gymnocercus	species	424455	Lujanian		0.781	0.012	73546
1523157	occ			213109	Nothropus n. sp. carcaranensis	species	387878		Nothropus carcaranensis	species	387878	Late Pleistocene		0.126	0.0117	73547
1523158	occ			213109	Morenelaphus sp.	genus	97137		Morenelaphus	genus	97137	Late Pleistocene		0.126	0.0117	73547
